main1.png, 1, 1, 80, 80, 0, 0, 0, 0
main2.png, 1, 83, 80, 80, 0, 0, 0, 0
menu.png, 83, 1, 98, 101, 0, 0, 0, 0
restart.png, 83, 104, 98, 101, 0, 0, 0, 0
touch1.png, 1, 165, 80, 80, 0, 0, 0, 0
touch2.png, 83, 207, 80, 80, 0, 0, 0, 0
touch3.png, 1, 247, 80, 80, 0, 0, 0, 0
touch4.png, 165, 207, 80, 80, 0, 0, 0, 0
touch5.png, 183, 1, 80, 80, 0, 0, 0, 0
touch6.png, 183, 83, 80, 80, 0, 0, 0, 0
resume.png, 83, 289, 360, 92, 0, 0, 0, 0
touch7.png, 1, 329, 80, 80, 0, 0, 0, 0
touch8.png, 247, 165, 80, 80, 0, 0, 0, 0
touch9.png, 265, 1, 80, 80, 0, 0, 0, 0
touch10.png, 329, 83, 80, 80, 0, 0, 0, 0
touch11.png, 347, 1, 80, 80, 0, 0, 0, 0
touch12.png, 329, 165, 80, 80, 0, 0, 0, 0
touch13.png, 411, 83, 80, 80, 0, 0, 0, 0
touch14.png, 429, 1, 80, 80, 0, 0, 0, 0
touch15.png, 411, 165, 80, 80, 0, 0, 0, 0
touch16.png, 83, 383, 80, 80, 0, 0, 0, 0
touch17.png, 1, 411, 80, 80, 0, 0, 0, 0
touch18.png, 165, 383, 80, 80, 0, 0, 0, 0
touch0.png, 247, 383, 80, 80, 0, 0, 0, 0
