main1.png, 1, 1, 80, 80, 0, 0, 0, 0
main2.png, 83, 1, 80, 80, 0, 0, 0, 0
menu.png, 165, 1, 98, 101, 0, 0, 0, 0
restart.png, 265, 1, 98, 101, 0, 0, 0, 0
touch0.png, 365, 1, 80, 80, 0, 0, 0, 0
touch0a.png, 1, 83, 80, 80, 0, 0, 0, 0
touch1.png, 83, 83, 80, 80, 0, 0, 0, 0
touch1a.png, 365, 83, 80, 80, 0, 0, 0, 0
touch2.png, 165, 104, 80, 80, 0, 0, 0, 0
touch3.png, 247, 104, 80, 80, 0, 0, 0, 0
touch4.png, 1, 165, 80, 80, 0, 0, 0, 0
touch5.png, 83, 165, 80, 80, 0, 0, 0, 0
touch6.png, 329, 165, 80, 80, 0, 0, 0, 0
touched1.png, 411, 165, 80, 80, 0, 0, 0, 0
touched2.png, 165, 186, 80, 80, 0, 0, 0, 0
touched3.png, 247, 186, 80, 80, 0, 0, 0, 0
touched4.png, 1, 247, 80, 80, 0, 0, 0, 0
touched5.png, 83, 247, 80, 80, 0, 0, 0, 0
touched6.png, 329, 247, 80, 80, 0, 0, 0, 0
touched7.png, 411, 247, 80, 80, 0, 0, 0, 0
touched8.png, 165, 268, 80, 80, 0, 0, 0, 0
touched9.png, 247, 268, 80, 80, 0, 0, 0, 0
touched10.png, 1, 329, 80, 80, 0, 0, 0, 0
touched11.png, 83, 329, 80, 80, 0, 0, 0, 0
touched12.png, 329, 329, 80, 80, 0, 0, 0, 0
resume.png, 1, 411, 360, 92, 0, 0, 0, 0
